entities,Intermediate,Negative,Positive,General Opinion
Spider-Man: Across the Spider-Verse Part,0.0,2.0,0.0,Negative
Spider-Man: No Way Home,4.0,13.0,2.0,Negative
Spider-Man: No Way Home's,0.0,2.0,1.0,Negative
"Spider-Man: No Way Home's, MCU",0.0,1.0,0.0,Negative
"Spider-Man: No Way Home's, Spider-Man 2",0.0,0.0,1.0,Positive
"Spider-Man: No Way Home, MCU",0.0,0.0,1.0,Positive
"Spider-Man: No Way Home, Spider-Man",0.0,0.0,1.0,Positive
"Spider-Man: No Way Home, Super Hero",1.0,0.0,0.0,Intermediate
"Spider-Man: No Way Home, Tobey",0.0,0.0,1.0,Positive
"Spider-Man: No Way Home, https://t.co/njrpn1W9KI https://t.co/dEuNKsMWE2",0.0,1.0,0.0,Negative
Spider-Man’s,0.0,0.0,1.0,Positive
Spider-Men,0.0,1.0,0.0,Negative
"Spider-People - in, https://t.co/5j3rx1OZsg",1.0,0.0,0.0,Intermediate
SpiderMan,2.0,0.0,0.0,Intermediate
SpiderMan Insomniac,0.0,0.0,1.0,Positive
"SpiderMan, https://t.co/2KYEmOQg44",1.0,0.0,0.0,Intermediate
"Spidey, Spider-Man",0.0,1.0,0.0,Negative
Spirit,0.0,0.0,2.0,Positive
Splash Rescue,0.0,0.0,1.0,Positive
"Splash, Amazon, Alexa Fund, Bitkraft Ventures",1.0,0.0,0.0,Intermediate
Splatlands,0.0,1.0,0.0,Negative
Splatoon,2.0,1.0,0.0,Intermediate
"Splatoon 3, Nintendo",0.0,0.0,1.0,Positive
Splatoon 3’s,1.0,0.0,0.0,Intermediate
"Splatoon, GIF",0.0,0.0,1.0,Positive
SplatterCat,1.0,0.0,0.0,Intermediate
Splinter Cell,2.0,0.0,1.0,Intermediate
Splinter Cell Chaos Theory,0.0,4.0,0.0,Negative
"Splinter Cell, VGC",1.0,0.0,0.0,Intermediate
Splitgate,8.0,1.0,11.0,Positive
"Splitgate, @jeffgrubb",2.0,0.0,0.0,Intermediate
"Splitgate, PlayStation",1.0,0.0,0.0,Intermediate
"Splitgate, https://t.co/i5uHpqnbX2",0.0,1.0,0.0,Negative
"Splitgate, https://t.co/pNlmwdse2J",1.0,0.0,0.0,Intermediate
"Splitgate, the Halo-Meets-Portal, FPS, Xbox, PlayStation",0.0,0.0,1.0,Positive
Spoilers,1.0,0.0,0.0,Intermediate
SpongeBob,2.0,1.0,2.0,Intermediate
"SpongeBob, Nickelodeon",0.0,0.0,1.0,Positive
"SpongeBob, https://t.co/d9pfDV3Nir",0.0,0.0,1.0,Positive
Sponsored,33.0,7.0,70.0,Positive
"Sponsored, https://t.co/vt6yZ3rXUq",0.0,0.0,1.0,Positive
"Spooky, Inscryption",0.0,0.0,1.0,Positive
Sports Interactive,2.0,0.0,2.0,Intermediate
"Spotify https://t.co/mVN2I9LW7p, https://t.co/6Oq3jShtaM",1.0,0.0,0.0,Intermediate
Sprawl,1.0,0.0,0.0,Intermediate
Spry Fox,2.0,0.0,0.0,Intermediate
Spyke Games,1.0,0.0,1.0,Intermediate
"Squad, Anti-Terror Squad",0.0,0.0,1.0,Positive
Square Enix,0.0,0.0,3.0,Positive
"Square Enix’s, NFT",0.0,0.0,2.0,Positive
Square RPG Chrono Cross,1.0,0.0,0.0,Intermediate
SquareEnix,4.0,0.0,1.0,Intermediate
"SquareEnix TGS, Forspoken, Guardians, Final Fantasy https://t.co/mrCiCbauYX",1.0,0.0,0.0,Intermediate
Squid Game,1.0,0.0,0.0,Intermediate
Squirtle Squad,2.0,0.0,0.0,Intermediate
StackPath,0.0,0.0,3.0,Positive
Stadia,12.0,5.0,6.0,Intermediate
Stadia Pro,0.0,0.0,1.0,Positive
Stadia Pro https://t.co/gZ61HKSTZf,0.0,1.0,0.0,Negative
Stadia Pro to,0.0,0.0,1.0,Positive
"Stadia, Chromecast, Google TV",1.0,0.0,0.0,Intermediate
"Stadia, Google https://t.co/GRbNEeGubm https://t.co/ETDNOQX5re",0.0,0.0,1.0,Positive
"Stadia, PlayStation",1.0,0.0,0.0,Intermediate
"Stadia, https://t.co/zwjkAWkHBC https://t.co/Uy2MH3z9Dh",0.0,1.0,0.0,Negative
Stage Clear Studios,0.0,0.0,2.0,Positive
"StageZero, AI",0.0,0.0,1.0,Positive
Stalker 2,1.0,2.0,0.0,Negative
"Stalker 2, NFT",1.0,0.0,1.0,Intermediate
"Stalker 2, NFT, NPC",1.0,0.0,0.0,Intermediate
"Stalker 2, NFT, https://t.co/hIi1Xof6vc",0.0,1.0,0.0,Negative
"Stalker 2, Xbox
https://t.co/RCXVIuFR4V",1.0,0.0,0.0,Intermediate
"Stalker 2, https://t.co/GCGLwl1jUG",0.0,0.0,1.0,Positive
Stallone,0.0,0.0,1.0,Positive
"Standard, Digital Edition",1.0,0.0,0.0,Intermediate
Star,0.0,4.0,0.0,Negative
"Star Renegades, The Sinking City, Gold and Game Pass Ultimate",0.0,0.0,2.0,Positive
Star Stable's,0.0,0.0,1.0,Positive
Star Trek,1.0,1.0,0.0,Intermediate
"Star Trek, Telltale Games, https://t.co/wL7KuYVguS",0.0,0.0,1.0,Positive
"Star Trek:, https://t.co/naz3xKYpvl",0.0,1.0,0.0,Negative
StarCitizen,1.0,0.0,0.0,Intermediate
"StarCraft, the Video Game Hall of Fame",0.0,0.0,1.0,Positive
"StarCraft, the Video Game Hall of Fame https://t.co/lUrqaCriBh",0.0,0.0,1.0,Positive
StarWars,1.0,1.0,0.0,Intermediate
"StarWars, Eclipse",1.0,0.0,0.0,Intermediate
"StarWars, https://t.co/d6z0HBTrgz",0.0,1.0,0.0,Negative
Starbreeze,0.0,1.0,1.0,Negative
Starbreeze Studios,1.0,0.0,0.0,Intermediate
Stardew,0.0,0.0,1.0,Positive
Stardew Valley,1.0,0.0,0.0,Intermediate
Stardew Valley Cup,0.0,0.0,1.0,Positive
Stardust,0.0,0.0,2.0,Positive
Starfinder,1.0,0.0,0.0,Intermediate
Starform,1.0,0.0,0.0,Intermediate
Stargate,1.0,0.0,0.0,Intermediate
Stars,1.0,0.0,0.0,Intermediate
Stasis,1.0,0.0,0.0,Intermediate
State,1.0,2.0,0.0,Negative
StateofPlay https://t.co/aZZXWtPzGv,1.0,0.0,0.0,Intermediate
"StateofPlay, https://t.co/S6P94WHB2",1.0,0.0,0.0,Intermediate
Statespace,3.0,0.0,0.0,Intermediate
"Statespace, ProGuides",2.0,0.0,0.0,Intermediate
Steam - https://t.co/EEjwzF7mXO,1.0,0.0,0.0,Intermediate
Steam Deck,1.0,0.0,1.0,Intermediate
Steam Deck UI,1.0,0.0,0.0,Intermediate
Steam Direct,1.0,0.0,0.0,Intermediate
Steam Early Access,1.0,2.0,0.0,Negative
Steam Forspoken,1.0,0.0,0.0,Intermediate
Steam Machine's,0.0,0.0,1.0,Positive
Steam Next Fest,0.0,0.0,1.0,Positive
Steam Workshop,1.0,0.0,0.0,Intermediate
SteamPal,1.0,0.0,0.0,Intermediate
SteamWorld Dig 2,0.0,0.0,1.0,Positive
"SteamWorld Headhunter, Image &, The Gunk",1.0,0.0,0.0,Intermediate
"SteamWorld Headhunter, Image &, The Gunk, Xbox",1.0,0.0,0.0,Intermediate
"SteamWorld, SteamWorld Headhunter",1.0,0.0,1.0,Intermediate
"SteamWorld, SteamWorld Headhunter #SteamWorldHeadhunter https://t.co/avhdE5gvYS",1.0,0.0,0.0,Intermediate
Steamline Media Group,0.0,0.0,1.0,Positive
SteelBook,1.0,0.0,0.0,Intermediate
SteelRising,0.0,1.0,0.0,Negative
SteelSeries,3.0,0.0,1.0,Intermediate
SteelSeries' Rival 5,0.0,0.0,1.0,Positive
"SteelSeries, Arctis 7",1.0,0.0,0.0,Intermediate
"Stellar Entertainment, EA on Need for Speed",0.0,0.0,1.0,Positive
Stephanie Beatriz,1.0,0.0,0.0,Intermediate
"Stoked, @Crunchyroll",1.0,0.0,0.0,Intermediate
Store,0.0,1.0,0.0,Negative
Storm,2.0,1.0,0.0,Intermediate
Storm Ground,1.0,0.0,0.0,Intermediate
Storm Point,0.0,0.0,2.0,Positive
Stranger,0.0,0.0,2.0,Positive
"Stranger Things,",0.0,1.0,0.0,Negative
Stream Deck,0.0,0.0,1.0,Positive
Stream Deck Pedal,1.0,0.0,0.0,Intermediate
Stream Deck https://t.co/6hs0lGblTO,1.0,0.0,0.0,Intermediate
Stream Raiders,2.0,0.0,0.0,Intermediate
"Stream Star Amouranth, TikTok",0.0,1.0,0.0,Negative
StreamElements,7.0,0.0,0.0,Intermediate
"StreamElements, Mercury, YouTube",0.0,0.0,1.0,Positive
"StreamElements, New World",0.0,0.0,2.0,Positive
"StreamElements, YouTube",0.0,0.0,1.0,Positive
"StreamElements, YouTube, Paragon https://t.co/0omzcY6ih4",1.0,0.0,0.0,Intermediate
"StreamElements, YouTube, Paragon https://t.co/41NKc4UsZu",1.0,0.0,0.0,Intermediate
"StreamElements, https://t.co/9aQGOJ0mVi",1.0,0.0,0.0,Intermediate
"StreamElements, second Creator Diversity Program",1.0,0.0,0.0,Intermediate
Streamer,3.0,1.0,0.0,Intermediate
"Streamer Guy ‘Dr Disrespect‘ Beahm, AAA",1.0,0.0,0.0,Intermediate
Streamer Survival Guide,0.0,0.0,1.0,Positive
Streamer Valkyrae,1.0,0.0,0.0,Intermediate
Streamlabs,2.0,3.0,1.0,Negative
"Streamlabs, @skrattybones",0.0,1.0,0.0,Negative
"Streamline Media Group, https://t.co/vVSRUx43YS",0.0,0.0,1.0,Positive
Street Fighter,0.0,0.0,1.0,Positive
"StreetFighter, AEW",1.0,0.0,0.0,Intermediate
Streets,0.0,0.0,1.0,Positive
Strong Company,0.0,0.0,1.0,Positive
"Stucky, J.C. Leyendecker https://t.co/2ImR0sd5oS",0.0,0.0,1.0,Positive
"Studio Elevation, AAA, VR",1.0,0.0,0.0,Intermediate
Studio Ghibli,0.0,0.0,1.0,Positive
Studio Gobo,0.0,0.0,1.0,Positive
"Studio, Sony",0.0,0.0,1.0,Positive
Stunlock Studios,2.0,3.0,0.0,Negative
"Stunlock Studios
https://t.co/UNgqHyQ9Sk",1.0,0.0,0.0,Intermediate
"Stunlock Studios, Sumo Group, Sumo Digital",0.0,0.0,1.0,Positive
Subspace,4.0,0.0,1.0,Intermediate
"Subspace, Sponsored",0.0,0.0,1.0,Positive
Substack Comics,0.0,0.0,1.0,Positive
Subway Surfers',0.0,0.0,1.0,Positive
"Subway Surfers', Sponsored",0.0,0.0,1.0,Positive
"Subway Surfers,",2.0,0.0,0.0,Intermediate
Succession,1.0,0.0,0.0,Intermediate
SuchArt,1.0,0.0,0.0,Intermediate
Sucker For Love,0.0,0.0,1.0,Positive
Suicide Squad,0.0,4.0,0.0,Negative
Suicide Squad',0.0,1.0,0.0,Negative
Suicide Squad's,0.0,1.0,0.0,Negative
"Suicide Squad, Rocksteady",0.0,3.0,0.0,Negative
"Suicide Squad, The Justice League’s, Flash",0.0,1.0,0.0,Negative
"Suicide Squad, the Justice League",0.0,1.0,0.0,Negative
"Suicide Squad, the Justice League, DC FanDome",0.0,1.0,0.0,Negative
"Suicide Squad, the Justice League, https://t.co/IQeh2CdOrG",0.0,1.0,0.0,Negative
"Suicide Squad, the Justice League’s, DC Fandome",0.0,1.0,0.0,Negative
Suicide Squad’s,0.0,1.0,0.0,Negative
"Suicide Squad’s, AyerCut, Justice League",0.0,0.0,1.0,Positive
Sumo,2.0,0.0,0.0,Intermediate
Sumo Digital,4.0,0.0,0.0,Intermediate
"Sumo Digital, Register, https://t.co/DW1eZPuqbD",1.0,0.0,0.0,Intermediate
Sumo Group,5.0,1.0,8.0,Positive
"Sumo Group, High Court of Justice",0.0,0.0,1.0,Positive
"Sumo Group, Sumo Digital",0.0,0.0,1.0,Positive
"Sumo Logic's Iain Chidgey, Academy",0.0,0.0,1.0,Positive
"Sumo, the Committee for Foreign Investment",0.0,0.0,1.0,Positive
Sun,0.0,1.0,0.0,Negative
"Sun Bros., https://t.co/pzI8dWEJwS",0.0,1.0,0.0,Negative
Sun-Man,1.0,0.0,0.0,Intermediate
Sunbreak,0.0,1.0,0.0,Negative
"Sunbreak, Lunagaron",0.0,1.0,0.0,Negative
"Sunbreak, NPC",1.0,0.0,0.0,Intermediate
Sundance,0.0,0.0,1.0,Positive
"Sundance, https://t.co/C85g643KBt",1.0,0.0,0.0,Intermediate
Sunless Skies,0.0,0.0,1.0,Positive
"Super #SmashBros, Ultimate",0.0,0.0,1.0,Positive
Super Auto Pets,0.0,0.0,1.0,Positive
Super League Gaming,0.0,0.0,2.0,Positive
Super Magbot,0.0,0.0,1.0,Positive
Super Mario Bros.,0.0,0.0,3.0,Positive
Super Mario Bros.',0.0,0.0,2.0,Positive
"Super Mario Party', https://t.co/V4YX9c5nXq",0.0,0.0,1.0,Positive
Super Mario World,0.0,0.0,1.0,Positive
"Super Metroid, Kirby’s Dream Course, Super Nintendo",0.0,0.0,1.0,Positive
Super Monkey Ball,0.0,0.0,4.0,Positive
Super Monkey Ball Banana Mania,0.0,0.0,3.0,Positive
Super Monkey Ball DLC,0.0,0.0,1.0,Positive
"Super Monkey Ball, Banana Mania",0.0,0.0,4.0,Positive
"Super Monkey Ball, Banana Mania https://t.co/24nDtaZg0k",0.0,0.0,1.0,Positive
"Super Monkey Ball, https://t.co/oq1jYzybf6",0.0,0.0,1.0,Positive
"Super Monkey Ball’s, Banana Mania, https://t.co/sZxmAzFilZ",0.0,0.0,1.0,Positive
"Super NES https://t.co/gpiWmKiyie, https://t.co/OHWj9o1EwL",0.0,0.0,1.0,Positive
Super Nintendo World,0.0,1.0,2.0,Positive
"Super Nintendo World's, Universal Studios Japan",0.0,0.0,1.0,Positive
"Super Nintendo World, Yoshi",0.0,0.0,1.0,Positive
"Super Nintendo World, Yoshi, https://t.co/7c0w2sfeN1",0.0,0.0,1.0,Positive
"Super Nintendo, @jeffgrubb",0.0,0.0,1.0,Positive
"Super People, https://t.co/2Bo9mfYejB",0.0,0.0,1.0,Positive
"Super Rare Games, Super Rare Originals",0.0,0.0,1.0,Positive
Super Smash Bros Ultimate,0.0,0.0,2.0,Positive
"Super Smash Bros Ultimate, https://t.co/gdAHPsB63D",0.0,0.0,1.0,Positive
Super Smash Bros.,0.0,0.0,11.0,Positive
Super Smash Bros. Ultimate,1.0,0.0,4.0,Positive
Super Smash Bros. Ultimate's,0.0,0.0,1.0,Positive
"Super Smash Bros. Ultimate, Kingdom Hearts https://t.co/fMi3DwmWjt",0.0,0.0,1.0,Positive
"Super Smash Bros. Ultimate, https://t.co/DEKVgMEYYM",0.0,0.0,1.0,Positive
"Super Smash Bros., DLC, https://t.co/nEP0xWuecz",0.0,0.0,1.0,Positive
"Super Smash Bros., IGN, Smash Bros.",0.0,0.0,1.0,Positive
"Super Smash Bros., Kazuya, Tekken",0.0,0.0,1.0,Positive
"Super Smash Bros., Minecraft' https://t.co/xLIarjrjVL",0.0,0.0,1.0,Positive
"Super Smash Bros., Smash Bros.",0.0,0.0,1.0,Positive
"Super Smash Bros., Ultimate",0.0,0.0,3.0,Positive
"Super Smash Bros., Ultimate, DLC",0.0,0.0,1.0,Positive
Super-Pets: The Adventures,0.0,0.0,1.0,Positive
SuperAwesome,0.0,0.0,1.0,Positive
SuperMetroid,1.0,0.0,0.0,Intermediate
SuperNintendo,0.0,0.0,1.0,Positive
SuperPumped,0.0,0.0,1.0,Positive
Supercell,1.0,0.0,0.0,Intermediate
Superliminal,1.0,2.0,0.0,Negative
Superman,1.0,0.0,1.0,Intermediate
Superman &,1.0,0.0,0.0,Intermediate
"Superman &amp, https://t.co/oIXKpjQSYo https://t.co/yNBXTBw9n6",0.0,0.0,1.0,Positive
Superman PlayStation,1.0,0.0,0.0,Intermediate
"SupermassiveGames, DarkPictures",1.0,0.0,0.0,Intermediate
Supernatural VR,1.0,0.0,0.0,Intermediate
Supersocial,1.0,0.0,0.0,Intermediate
Supersonic Studios',1.0,0.0,0.0,Intermediate
Supply Point,1.0,0.0,0.0,Intermediate
Surviving Mars - https://t.co/1wY4uWW7r0,0.0,0.0,1.0,Positive
Swery,0.0,0.0,1.0,Positive
"Swery, RPG",2.0,0.0,0.0,Intermediate
"Swery, Xbox Game Pass, Xbox One",2.0,0.0,0.0,Intermediate
"Swery, launch https://t.co/yI12y6lERT",0.0,0.0,1.0,Positive
"Swindon, Magic",0.0,0.0,1.0,Positive
Switch,41.0,15.0,19.0,Intermediate
"Switch
https://t.co/T1tiRSJEQu",1.0,0.0,0.0,Intermediate
Switch #,0.0,1.0,0.0,Negative
Switch #NintendoSwitch2021 https://t.co/hFmIDtQCrj https://t.co/2ZdR3ZgULD,0.0,0.0,1.0,Positive
Switch (Sponsored,0.0,2.0,0.0,Negative
"Switch 4K, Nintendo",0.0,1.0,0.0,Negative
Switch Expansion Pack,1.0,0.0,0.0,Intermediate
Switch FPS ',0.0,0.0,1.0,Positive
Switch Holiday 2022,0.0,0.0,1.0,Positive
Switch Lite's,0.0,0.0,1.0,Positive
"Switch Online's, N64",0.0,0.0,1.0,Positive
"Switch Online’s Expansion Pack, Nintendo",0.0,2.0,0.0,Negative
Switch RPG Triangle Strategy,1.0,0.0,0.0,Intermediate
Switch for Sunbreak,0.0,0.0,2.0,Positive
"Switch for Sunbreak, https://t.co/FhIUWXBoMR",0.0,0.0,1.0,Positive
Switch https://t.co/Doufl3XHCq,1.0,0.0,0.0,Intermediate
Switch https://t.co/YptsvG2pQZ https://t.co/HUI7kqi3jS,0.0,1.0,0.0,Negative
Switch https://t.co/uZeAL2Er3A,0.0,0.0,1.0,Positive
Switch today,1.0,0.0,0.0,Intermediate
Switch's Steel Assault,0.0,0.0,1.0,Positive
Switch's eShop,0.0,1.0,0.0,Negative
"Switch, Dying Light 2",0.0,1.0,0.0,Negative
"Switch, Grand Theft Auto, The Trilogy - The Definitive Edition, Nintendo",0.0,0.0,1.0,Positive
"Switch, Indie World",1.0,0.0,0.0,Intermediate
"Switch, N64",0.0,0.0,1.0,Positive
"Switch, Netflix",1.0,0.0,0.0,Intermediate
"Switch, Nintendo",6.0,0.0,0.0,Intermediate
"Switch, Nintendo Direct",1.0,0.0,0.0,Intermediate
"Switch, PlayStation",1.0,0.0,0.0,Intermediate
"Switch, PlayStation, Xbox",3.0,0.0,0.0,Intermediate
"Switch, PlayStation, Xbox, TCL",0.0,0.0,1.0,Positive
"Switch, Pokémon Legends Arceus",1.0,0.0,0.0,Intermediate
"Switch, Sony",0.0,0.0,1.0,Positive
"Switch, Sony, @jeffgrubb",0.0,0.0,1.0,Positive
"Switch, Xbox",0.0,0.0,3.0,Positive
"Switch, Xbox, PlayStation",3.0,0.0,0.0,Intermediate
"Switch, https://t.co/X8MOYnQUac",1.0,0.0,0.0,Intermediate
"Switch, https://t.co/YHM7cM04P5",0.0,0.0,1.0,Positive
"Switch, the Wii https://t.co/mrOCKQQGNp https://t.co/7FYjINrfcK",1.0,0.0,0.0,Intermediate
"SwitchBuddy, Apple",0.0,0.0,1.0,Positive
Switch’s N64,0.0,1.0,0.0,Negative
"Switch’s N64, Genesis",1.0,0.0,0.0,Intermediate
"Switch’s, N64",1.0,0.0,0.0,Intermediate
Sword &,1.0,0.0,0.0,Intermediate
"Syck, RPG",0.0,0.0,1.0,Positive
"Sylvie, Classic Loki's",0.0,0.0,1.0,Positive
Sync Computing,0.0,0.0,1.0,Positive
SyncSketch,5.0,0.0,0.0,Intermediate
"Syndicate, GOG",0.0,0.0,1.0,Positive
T0-B1,1.0,0.0,0.0,Intermediate
TB,0.0,1.0,3.0,Positive
"TB, Amazon",1.0,0.0,0.0,Intermediate
TEFL,0.0,0.0,1.0,Positive
THQ,0.0,0.0,1.0,Positive
THQ Nordic,2.0,0.0,0.0,Intermediate
"THQ Nordic, @jeffgrubb",0.0,0.0,1.0,Positive
"THQ Nordic, SpongeBob",0.0,1.0,0.0,Negative
"THQ Nordic, Titan Quest Anniversary Edition",0.0,0.0,1.0,Positive
"THR, Batman",1.0,0.0,0.0,Intermediate
TIGA,0.0,0.0,2.0,Positive
"TIGA, Supermassive Games, The Dark Pictures Anthology",0.0,0.0,1.0,Positive
TKL,0.0,0.0,1.0,Positive
TLOU2,0.0,1.0,0.0,Negative
"TNT, Snowfighter, @SnowpiercerTV",2.0,0.0,0.0,Intermediate
TOI-2109b,0.0,1.0,0.0,Negative
TOO,0.0,0.0,1.0,Positive
TP-Link's,0.0,0.0,1.0,Positive
TSM,0.0,1.0,0.0,Negative
"TSMC, AMD, CPU, GPU",0.0,0.0,1.0,Positive
TT Games,0.0,2.0,0.0,Negative
"TT Games, Lego",0.0,1.0,0.0,Negative
TTRPG,0.0,0.0,1.0,Positive
TTRPGs,0.0,1.0,0.0,Negative
TX,0.0,1.0,0.0,Negative
"Taco Bell, Taco Pass",0.0,0.0,1.0,Positive
"Taco Bell, taco",0.0,0.0,2.0,Positive
"Taco Bell, the Boston Beer Company, Baja Blast",0.0,0.0,1.0,Positive
Tactical Systems Designer (,1.0,0.0,0.0,Intermediate
TaikonoTatsujin,1.0,0.0,0.0,Intermediate
TailsOfIron,0.0,0.0,1.0,Positive
"TailsofIron, https://t.co/gqln7T8X18 https://t.co/QlPBCaZMj8",0.0,0.0,1.0,Positive
Take-Two,2.0,2.0,0.0,Intermediate
Take-Two Interactive - https://t.co/4LETf6Layd,0.0,1.0,0.0,Negative
"Take-Two, Grand Theft Auto",0.0,0.0,1.0,Positive
"Take-Two, WB Games",1.0,0.0,0.0,Intermediate
"Tales of Arise's, JRPG",1.0,0.0,0.0,Intermediate
TalesOfArise,2.0,0.0,0.0,Intermediate
TalesofArise,2.0,0.0,2.0,Intermediate
Talewind,1.0,0.0,0.0,Intermediate
Tamagotchi,0.0,1.0,0.0,Negative
"Tamatem Games, PlayerUnknown, Battlegrounds",0.0,1.0,0.0,Negative
Tangerine,1.0,0.0,0.0,Intermediate
Tangle,0.0,0.0,1.0,Positive
Tank,0.0,0.0,1.0,Positive
Target,1.0,0.0,0.0,Intermediate
Taron Egerton,1.0,0.0,0.0,Intermediate
"Task Force X, Brainiac, Suicide Squad, the Justice League #TheGameAwards",0.0,1.0,0.0,Negative
Teacup,0.0,0.0,1.0,Positive
Team #Yakuza,1.0,0.0,0.0,Intermediate
Team Eurogamer,0.0,1.0,0.0,Negative
Team Fortress 2's,0.0,1.0,0.0,Negative
"Team Fortress 2's, Pyro - https://t.co/Xknjc00nrn",0.0,1.0,0.0,Negative
"Team Hollister, Bugha",1.0,0.0,0.0,Intermediate
Team Ninja,0.0,0.0,1.0,Positive
"Team Ninja's, Final Fantasy",2.0,0.0,0.0,Intermediate
"Team Ninja's, Stranger of Paradise Final Fantasy Origin",0.0,0.0,1.0,Positive
Team Xecuter,0.0,1.0,1.0,Negative
Team17,0.0,2.0,0.0,Negative
TeamFightTactics,1.0,0.0,0.0,Intermediate
"TeamGroup, TB, SSD",1.0,0.0,0.0,Intermediate
"TeamNinja, https://t.co/SKEO9BiUkZ",0.0,0.0,1.0,Positive
"TeamSpeak, ODIN",0.0,0.0,2.0,Positive
Teamfight Tactics,0.0,2.0,0.0,Negative
Teamfight Tactics ‘,0.0,1.0,0.0,Negative
Techland,2.0,0.0,2.0,Intermediate
"Techland, DLC",1.0,0.0,0.0,Intermediate
"Techland, Dying Light 2",2.0,1.0,2.0,Intermediate
"Techland, Dying Light 2, DLC",0.0,0.0,1.0,Positive
Technicolor Games| Jobs Roundup,1.0,0.0,0.0,Intermediate
"Tekken, Harada, Smash, https://t.co/PRoz1thBEv",1.0,0.0,0.0,Intermediate
Telling Lies',0.0,1.0,0.0,Negative
Telltale,0.0,1.0,0.0,Negative
Telltale Games,1.0,0.0,0.0,Intermediate
"Telltale Games', Sam &, Beyond Time and Space",1.0,0.0,0.0,Intermediate
"Telltale Games', Sam &, Beyond Time and Space, Switch, Xbox",1.0,0.0,0.0,Intermediate
"Telltale Games, sci-fi TV",1.0,0.0,0.0,Intermediate
"Telltale, Dramatic Labs",1.0,0.0,0.0,Intermediate
"Telltale, Star Trek",0.0,1.0,1.0,Negative
Temple Of Snek,1.0,0.0,0.0,Intermediate
"Temple Run, Imangi Studios",0.0,0.0,1.0,Positive
"Temuera Morrison, Ming-Na Wen",0.0,0.0,1.0,Positive
Tencent,3.0,0.0,0.0,Intermediate
"Tencent, NetEase",0.0,0.0,1.0,Positive
"Tencent, Soleil, Sumo Group, The Outsiders, Stunlock Studios, Klei Entertainment, Bohemia Interactive",0.0,0.0,1.0,Positive
"Tencent, Sponsored",0.0,0.0,3.0,Positive
"Tencent, Sumo",0.0,0.0,1.0,Positive
"Tencent, Sumo Group",0.0,0.0,1.0,Positive
"Tencent, TiMI Studio Group's, AAA, https://t.co/yi8QZl0nXR",0.0,0.0,1.0,Positive
"Tencent, Turtle Rock Studios",1.0,0.0,0.0,Intermediate
"Tencent, Yooka-Laylee",0.0,0.0,1.0,Positive
"TennoCon, https://t.co/ZDwrP0PvNW",0.0,1.0,0.0,Negative
Tenochtitlan,0.0,1.0,0.0,Negative
Terraria,1.0,0.0,0.0,Intermediate
Tesla,3.0,1.0,3.0,Intermediate
"Tesla, AMD",1.0,0.0,0.0,Intermediate
"Tesla, Model 3",1.0,0.0,0.0,Intermediate
"Tesla, Tesla",0.0,0.0,1.0,Positive
"Tesla, Tesla, https://t.co/DHbaittkKw",1.0,0.0,0.0,Intermediate
"Tesla, TeslaMic",0.0,0.0,1.0,Positive
Tetris,4.0,0.0,4.0,Intermediate
"Tetris, Dark Souls",1.0,0.0,0.0,Intermediate
"Tetris, Epic Store",1.0,0.0,0.0,Intermediate
"Texas Chainsaw Massacre, Leatherface",0.0,0.0,1.0,Positive
Thanos,1.0,1.0,1.0,Intermediate
"The ABK Alliance, Kotick",0.0,0.0,1.0,Positive
The ABK Workers Alliance,0.0,0.0,2.0,Positive
"The ABK Workers Alliance, Microsoft",0.0,0.0,1.0,Positive
The Accessible Games Database,0.0,0.0,1.0,Positive
"The Adam Project, Ryan Reynolds &",0.0,0.0,1.0,Positive
The Amazing American Circus,0.0,0.0,2.0,Positive
The Amazing Spider-Man,0.0,0.0,3.0,Positive
The Amazing Spider-Man 2,0.0,0.0,1.0,Positive
"The Amazing Spider-Man 2, Marvel Studios",0.0,0.0,1.0,Positive
The Anacrusis,1.0,0.0,0.0,Intermediate
The Analogue Pocket,0.0,0.0,1.0,Positive
The Annotated Dracula,0.0,0.0,1.0,Positive
The Ascent,2.0,0.0,2.0,Intermediate
"The Ascent dev Neon Giant, Xbox",1.0,0.0,0.0,Intermediate
The Baby-Sitters Club,0.0,0.0,1.0,Positive
The Batman's Batmobile,0.0,0.0,1.0,Positive
The Best Video Games,0.0,0.0,2.0,Positive
The Black Phone,0.0,1.0,0.0,Negative
The Board Game,1.0,1.0,0.0,Intermediate
The Bob’s Burgers Movie,0.0,0.0,3.0,Positive
The Breakfast Club,0.0,1.0,0.0,Negative
The Brides of Maracoor,0.0,1.0,0.0,Negative
"The Call of Duty, EngineOwning",0.0,1.0,0.0,Negative
The Car,0.0,1.0,1.0,Negative
The Castlevania Advance Collection,0.0,0.0,1.0,Positive
"The Castlevania Advance Collection, Switch",1.0,0.0,0.0,Intermediate
The Catch-Up:,0.0,0.0,2.0,Positive
The Coalition's Unreal Engine,0.0,1.0,0.0,Negative
The Communication Workers of America,0.0,1.0,0.0,Negative
"The Communications Workers of America, Activision-EEOC",0.0,1.0,0.0,Negative
"The Corporate Social Responsibility Award, Criterion
Jagex
Sports Interactive, Studio Gobo",0.0,0.0,1.0,Positive
"The Corporate Social Responsibility Award, SpecialEffect, SpecialEffect",0.0,0.0,1.0,Positive
The D20 Beat:,0.0,0.0,1.0,Positive
"The D20 Beat: King's Bounty II, @jason_wilson",0.0,0.0,1.0,Positive
